Row.names	RESPIRATORY CHAIN COMPLEX I	HALLMARK GLYCOLYSIS	AltEJ	Sample_Name	IC50	TCGA	Cancer_Type
1240183	0.216492442197354	1.13051496724736	-0.544498204781839	NCI-H1869	1.45541969863981	LUSC	LUSC
1240184	0.705138436124669	0.221922265756594	-1.36437002367711	NCI-H1915	1.68160929071192	UNCLASSIFIED	
1240185	0.205916550753935	0.671785349873528	0.0384455165031779	NCI-H1944	-0.164605610535915	LUAD	LUAD
1240186	-1.50244301066259	0.173790405170794	-0.28446735678915	NCI-H196	1.23010909353322	SCLC	SCLC
1240187	0.756257332723825	0.794922106385136	-0.544742389780288	NCI-H2023	0.60168992337793	LUAD	LUAD
1240189	0.993932336388926	-0.392790486832208	2.14130006245558	NCI-H211	-0.436889290740134	SCLC	SCLC
1240190	-0.446121232851405	0.776919506154091	-0.17654243181204	NCI-H3122	0.946707313551061	LUAD	LUAD
1240192	0.170805025630016	-0.545953303928821	0.436673247803192	NCI-H841	-0.272393685000847	SCLC	SCLC
1240196	-0.76538861781556	1.06577661617256	0.0464668448484716	OSC-20	0.0169251697994106	HNSC	HNSC
1240197	0.0422930130392306	0.209489457624341	-0.124252539351809	OV-90	-0.777639952579277	OV	OV
1240198	-1.89395051135547	0.965240312097027	-0.457988061863758	OVISE	0.360270886028688	OV	OV
1240200	-0.914025706768284	0.780960172782233	-0.797842147234363	OVMIU	0.625636712865416	OV	OV
1240201	-0.122468791732762	-0.214170575424256	-0.651954752967081	PA-TU-8988T	-0.445793192888677	PAAD	PAAD
1240209	-0.448634144388409	-0.863117402809172	1.06946985741712	RERF-GC-1B	0.987073978619503	STAD	STAD
1240210	-2.94116731045983	-1.03263303713978	0.170661506666417	RH-41	0.258480918141506	UNCLASSIFIED	
1240212	0.0275828431057519	1.03387797668194	0.0993718996832488	SISO	-1.0285246814494	CESC	CESC
1240215	-0.159614113842023	1.06226962350828	-0.120643614185618	SKN	1.05689258424891	UNCLASSIFIED	
1240217	1.78859610458697	-0.780057769113459	0.478238915882039	SNU-398	-0.319928407459362	LIHC	LIHC
1240218	-0.875806547570556	0.816268011140115	-0.713342940244763	SU8686	-0.372144813608943	PAAD	PAAD
1240219	-0.501263500027483	-0.105511945857375	-2.63126639522342	SUIT-2	0.0334671827638124	PAAD	PAAD
1240221	1.26424812609826	-0.755749650452234	0.129737606714283	TC-71	0.170131994563382	UNCLASSIFIED	
1240222	1.03194716350227	1.13121191654291	-0.748023768322218	TOV-21G	0.968617232192648	OV	OV
1240223	0.511282340607674	0.319347274323572	-1.50297428151737	TT2609-C02	1.7183074751256	THCA	THCA
1240226	-0.999923991666334	-0.00698907500671693	-1.58106573968168	WM278	1.34983607695902	SKCM	SKCM
1247871	0.533500011768706	-1.34915377694019	1.09073996141942	SUP-B15	-0.0649191768045714	ALL	ALL
1247873	-0.0978590712461149	1.4818095214371	-0.624328886318893	H3255	0.524506726523303	LUAD	LUAD
1290455	-0.198242667901984	-0.69752230586465	-0.0349675018399715	OCI-AML3	-0.397162232686886	LAML	LAML
1290722	0.5093882521676	0.488736389142772	-0.668280366685304	ASH-3	0.522362192355608	THCA	THCA
1290724	-1.65108424186287	0.873381495162399	-0.343365268685234	BICR10	0.24552673280541	HNSC	HNSC
1290730	-2.22309912103307	0.00778985663607453	-1.44325199676473	CAL-29	0.473035507173695	BLCA	BLCA
1290765	-2.0237027178387	1.07271543547286	0.641209352572686	CAL-78	1.41403852593243	UNCLASSIFIED	
1290769	-0.243045794180419	0.0925978539038541	-0.126604939661904	CL-11	0.581139676088423	COREAD	COAD/READ
1290795	-1.3696987062414	0.280861149542348	-0.788492702352354	CS1	1.00636466651407	UNCLASSIFIED	
1290797	-0.975075533879831	0.760396751159409	0.0454059807258554	DAN-G	1.06326762799352	PAAD	PAAD
1290798	0.203389195170879	0.339250288947756	0.309362399739957	EFM-192A	0.601259609535341	BRCA	BRCA
1290807	0.373982866043303	0.648250787405063	-0.015674844631232	G-292-Clone-A141B1	0.344070462145676	UNCLASSIFIED	
1290808	-1.93287363389305	0.153641878455071	-3.13112684212182	NCI-H2369	0.758758197593265	MESO	MESO
1290809	-0.325122566575548	-0.123790228410577	-1.3909741481611	NCI-H2373	1.16082167570754	MESO	MESO
1290810	-0.264537821601303	0.33520887732677	-1.26960819411516	NCI-H2461	0.916586322388754	MESO	MESO
1290812	-1.03297167897816	0.643691770768365	-1.08960524692005	NCI-H2722	2.01769532569272	MESO	MESO
1290813	-0.701337407627072	-0.066592455828231	-0.917157295928158	NCI-H2795	-0.104728875632368	MESO	MESO
1290814	-0.713905358751189	0.422076243533313	-0.884843953195308	NCI-H2818	0.0621177367109168	MESO	MESO
1290905	1.271530671608	-0.0593919432789866	0.544329581029213	HCC1428	0.293027587836072	BRCA	BRCA
1290908	0.766794399923042	1.26748726229951	0.49694320119649	HCC-78	0.638603855641642	LUAD	LUAD
1290922	-2.02365175683028	0.400411525166666	-1.68974347039798	HDQ-P1	0.973090243917185	BRCA	BRCA
1295740	-0.104652094756653	-2.41699932284056	2.41542462293911	ALL-SIL	0.2260928895131	ALL	ALL
1297446	0.734091219738585	-1.80895285589956	2.54528940519007	DND-41	0.271181302353151	ALL	ALL
1297447	0.955431014150949	-0.245676551570817	0.840241165426868	EJM	-0.332937620734903	MM	MM
1297449	-1.45537982588317	-1.76877308359476	1.26057020825761	Farage	0.918286484485948	DLBC	DLBC
1298134	1.49234340833034	0.86733322180687	0.364279154469372	HeLa	-1.28787243882774	CESC	CESC
1298136	-1.89959825767273	0.752487151767969	-1.20642872430104	HPAC	-0.646670530116325	PAAD	PAAD
1298146	0.776674094160312	0.203800451158523	-0.310493562238831	huH-1	0.210544037510007	LIHC	LIHC
1298151	-1.22283245160633	0.761322487688655	-0.325729831870124	JHH-1	-0.86955043508199	LIHC	LIHC
1298157	0.361553513164691	0.187302707052741	0.158748115293431	JIMT-1	0.818003739398463	BRCA	BRCA
1298169	-0.692870817466217	1.30050592259018	0.226095601844411	KMRC-20	0.609068776340515	KIRC	KIRC
1298216	-0.226270080742984	0.703741880539817	1.28468144805747	KP-1N	0.859771496947311	PAAD	PAAD
1298218	-0.682094934355418	0.554526687025739	-1.55937693916455	KP-2	0.12139371036862	PAAD	PAAD
1298219	0.185011986787789	0.545412085565745	0.269953343266341	KP-3	0.872957375125583	UNCLASSIFIED	UNABLE TO CLASSIFY
1298222	-0.0135265116308633	0.0831509275736264	0.196291572816602	KYSE-50	-1.68325407232907	ESCA	ESCA
1298223	-1.16490847722569	0.246915935168669	0.408147815029908	LC-1-sq	0.967241147379326	LUSC	LUSC
1298226	0.012375206866219	0.868346167236938	-0.11101000963963	LOU-NH91	1.60902698028677	LUSC	LUSC
1298347	-0.275519884227436	0.496053346436772	-0.274251128171614	NCI-H1435	0.472101443130908	LUAD	LUAD
1298348	-2.75441533359704	0.577920279031774	-0.918170483791826	NCI-H1568	0.592460122608942	LUAD	LUAD
1298350	-0.268225054470212	0.589806192079141	-0.504906862987484	NCI-H1781	0.596013539710287	LUAD	LUAD
1298352	0.180316799876392	0.764448091798496	-0.247288484251552	NCI-H2135	-0.103587882469349	UNCLASSIFIED	UNABLE TO CLASSIFY
1298357	-0.383439309338064	0.917353253766872	-0.844842685778527	NUGC-4	1.55219455258988	STAD	STAD
1298358	-1.85806259750964	0.154110110607529	-2.76719901000835	OCUM-1	0.725797165921349	STAD	STAD
1298359	-0.0992537402768193	0.368525662266055	0.174228791970925	OE21	0.464621574347495	ESCA	ESCA
1298365	-2.01355248038578	1.51051385828348	0.323116852144889	OVTOKO	0.971464697932673	OV	OV
1298475	-0.260267898724084	0.930124789221798	-0.194006256583678	PANC-02-03	0.748457206148066	PAAD	PAAD
1298526	-0.500060218439073	0.246478429306214	1.30181326300144	PA-TU-8902	1.23251341981398	PAAD	PAAD
1298531	-1.27679016131185	1.11594321854842	-0.754561976532953	PCI-4B	0.290141278804069	HNSC	HNSC
1298533	-0.703896697889978	0.959111639583468	-1.48684559588574	PL4	0.683936970119932	PAAD	PAAD
1298534	0.125703218632257	1.26114246681383	-2.38865661348575	QGP-1	0.991606492808614	UNCLASSIFIED	
1298537	-1.10135321872965	0.652128665337996	-1.01742285596568	RERF-LC-KJ	1.37787958203082	LUAD	LUAD
1298538	0.274807248212303	0.530170535357839	-1.38378477455187	RERF-LC-Sq1	0.966766385648705	LUSC	LUSC
1298539	0.110612109112224	0.30682020722134	0.231134025626246	RKN	-0.378260954748346	UNCLASSIFIED	
1299050	0.20338187409667	0.352090050955594	0.898160235816173	SAT	0.709084413135414	HNSC	HNSC
1299052	-0.671504494456685	0.0351667968427171	0.201449696353106	SCC90	-0.388155658563925	HNSC	HNSC
1299059	-0.718136048279517	0.549494552149143	-1.01802051958991	SKN-3	0.801595635369105	HNSC	HNSC
1299062	-0.282405003224194	0.261696623430341	0.0618416262473083	SW1271	1.33423192283507	SCLC	SCLC
1299070	-0.558434990404912	-0.75911763955535	0.383554557498719	TOV-112D	-0.248162216873372	OV	OV
1299075	1.30007148229155	-0.449364999622059	-0.141437407442266	VCaP	1.04320444913375	PRAD	PRAD
1299078	0.030031202080802	1.07333084995006	-0.443943870945386	WM1552C	1.46996323441448	SKCM	SKCM
1299080	0.693672445385385	0.289374204982274	0.227399931731521	WM35	0.431231203688328	SKCM	SKCM
1299081	-0.356137815222443	-0.495743228165346	-3.23444990817019	WM793B	1.29938298508864	SKCM	SKCM
1303896	-0.625856295733392	-2.44553240941218	0.64879973771327	GA-10	0.387013749641972	UNCLASSIFIED	
1303897	-0.033051452983484	-1.8697978611847	1.78243508367141	GRANTA-519	0.0504980786202855	DLBC	DLBC
1303900	0.353963183281857	-1.04886535717131	-1.63411440033607	HCC1500	-0.382801439249271	BRCA	BRCA
1303912	-1.3523501972581	1.04775329412949	-0.250525005572215	CHSA8926	1.56823262830175	UNCLASSIFIED	
1322218	-1.29841239431149	-1.69725521295398	1.04088127350676	Hs-445	1.22178358318338	UNCLASSIFIED	
1327766	0.812226514457154	-0.0827031724602827	0.381240620907057	JJN-3	-1.05021004108554	MM	MM
1327769	0.559708190106165	-1.065553418259	0.978593726131721	JSC-1	0.551053950703736	DLBC	DLBC
1327771	-0.0360259837868861	-0.607575304156887	0.620666632843265	JURL-MK1	0.577715782872946	LCML	LCML
1327773	0.0119213471944431	-1.77502837688023	1.06831737602417	KARPAS-1106P	0.356239890577884	DLBC	DLBC
1327774	-0.541721531398427	-2.14983150179855	2.73295315277149	KARPAS-231	-0.979079633144564	UNCLASSIFIED	
1327775	0.983281442259296	-1.02670104717743	1.24695101884832	KARPAS-620	-0.386305081149041	MM	MM
1330931	0.276468556768716	-0.665438622870666	0.219642398427378	KCL-22	0.107703021051104	LCML	LCML
1330933	-0.403655662459711	-2.0028826531059	1.63217582423025	KOPN-8	0.950628272425325	UNCLASSIFIED	
1330935	-0.913075556653873	-1.14757705782872	0.145627442394054	L-1236	-0.0868264092592001	UNCLASSIFIED	
1330941	-2.42036064460471	-0.6368112898141	-0.531989565475151	MDA-MB-330	0.673565876646547	BRCA	BRCA
1330942	0.42983566462775	-2.05163528630417	0.760197101624128	ME-1	0.847773288922001	LAML	LAML
1330947	0.698403609095321	-0.921824594447203	0.608910702515957	MOLM-13	0.0624067270279544	LAML	LAML
1330950	1.13539814515978	-0.657788717357803	0.184639916619096	MOLP-8	0.73598895085355	MM	MM
1330972	-0.276647330888737	-0.909193672558476	0.288700391875648	NCI-H1876	0.518586711007535	SCLC	SCLC
1330983	0.550273594668912	-1.92091218173372	0.77165756368641	OCI-AML5	0.366706230296846	LAML	LAML
1330985	0.870238259831807	-1.6423434581632	0.349375791217924	OCI-M1	0.0414238742783295	LAML	LAML
1330987	0.0640139748862781	-2.3581681967489	2.19637977988903	P32-ISH	0.304198745885117	UNCLASSIFIED	
1330993	0.578377722840848	0.315559653861366	0.953096602408855	PWR-1E	0.687971769271677	PRAD	PRAD
1330995	1.64653539542876	-1.76354134333227	1.56211443277805	RC-K8	0.72401595263068	DLBC	DLBC
1331032	0.631206615158855	-1.42940432662826	0.932489403626519	SLVL	0.239800068472635	DLBC	DLBC
1331033	0.620355869823059	-2.1792874371876	2.78270962282214	SU-DHL-10	0.717458212576624	DLBC	DLBC
1331036	0.713539849638732	-1.86445023580795	2.6215002756272	SU-DHL-5	0.606016791761116	DLBC	DLBC
1331037	-0.201927443483761	-2.72222563253922	1.3006913257754	SU-DHL-6	0.0395905774274109	DLBC	DLBC
1331038	0.929446442843561	-2.2053726560877	2.34433838968259	SU-DHL-8	0.0698119747401884	DLBC	DLBC
1331039	-0.157720900319301	-1.3337553159431	0.587431454267057	SUP-HD1	1.07765796799061	UNCLASSIFIED	
1331040	0.476546792871632	-1.08106683853047	-1.62876178261807	SUP-M2	-1.41877875646388	UNCLASSIFIED	
1331045	-0.564929276430697	-2.21722764183418	2.08656158340187	TK	0.195626818727549	DLBC	DLBC
1331048	-0.296646381954848	-2.55079332733253	-0.486746491277723	VAL	0.174752729561373	DLBC	DLBC
1331049	1.05223734879525	-2.08585595844404	0.0336965078108895	WIL2-NS	-0.260477495481325	UNCLASSIFIED	
1479987	-0.952359520276196	0.365816449119289	-0.522057344096991	DOV13	0.360001203283878	OV	OV
1479988	-0.63792446310427	0.811317511985671	0.614423512758549	Hey	0.399652438799696	OV	OV
1480362	-1.2303442340079	1.35244706593947	-2.20155729689233	OV-56	-0.0437638363975493	OV	OV
1480364	-1.40348660472524	0.247938881898784	-0.165042825750111	OVCA420	0.183031414651308	OV	OV
1480371	2.14419889743888	-0.747446797967775	0.617828310337759	OVK-18	-1.1502244510766	OV	OV
1480372	-0.0691279072246922	0.798110613619171	0.923002735511958	PEO1	0.924720284595963	OV	OV
1503361	0.0735016491114983	-0.170258667125567	0.937079956500843	FLO-1	0.324370128651008	ESCA	ESCA
1503362	-0.107598272221722	0.774936918693959	-0.273104107043696	OACp4C	0.704517966737625	ESCA	ESCA
1503363	1.02111853514242	-0.216514694957804	0.303657831579963	OACM5-1	1.61251071613358	ESCA	ESCA
1503364	-1.13579373620106	0.686710447668804	-0.635141341906767	SK-GT-2	0.0535493783541372	STAD	STAD
1503365	-1.54653241531983	0.63107355386047	-0.227632131154956	SK-GT-4	1.14677542721738	ESCA	ESCA
1503366	-1.27246926452756	1.81826254375276	-1.74731347208582	ESO26	0.905549584452861	ESCA	ESCA
1503367	-1.09370931635042	0.927774460530032	-1.5612518903072	ESO51	-0.48915618005265	ESCA	ESCA
1503368	0.385623485127227	0.825623643288208	-0.917939988969233	KYAE-1	0.951271883876169	ESCA	ESCA
1503370	1.492071969637	0.149092861619079	-0.759189334889994	EMC-BAC-2	0.664263353941364	LUAD	LUAD
1503371	1.05911035960533	1.10837941940451	-0.193835165721309	TE-4	-0.074317214335393	ESCA	ESCA
1509073	-0.761910209134917	1.23309791358636	-0.236801321884655	NCC010	0.630505369842486	KIRC	KIRC
1524416	0.308499091503633	1.58209914761101	0.673793916003287	RCC-JW	0.662794745143736	KIRC	KIRC
1659818	1.71338109327504	-0.923770486337734	1.61568750519318	MM1S	-1.18847861404205	MM	MM
1659823	1.10580650477458	0.634371332724278	-0.519813838070016	SNU-1040	0.0460602619682318	COREAD	COAD/READ
1659928	1.38911420558187	1.08962252931428	0.542437589248459	SNU-175	-0.305736229288554	COREAD	COAD/READ
1660034	1.91051630381066	0.650295164746604	0.485874350620475	SNU-407	-0.0197088615692423	COREAD	COAD/READ
1660035	0.221923254466842	0.445603536690668	0.0331686630940366	SNU-61	0.929757237044466	COREAD	COAD/READ
1660036	1.5324608606199	0.136594900167584	0.859653130126016	SNU-81	-1.15000354848695	COREAD	COAD/READ
1674021	0.129925348230983	0.535536596232337	-0.655198969000254	SNU-C5	1.14020871037948	COREAD	COAD/READ
683667	2.49974826655259	0.266928100306537	0.663792205673909	PFSK-1	1.09191301153045	MB	MB
684052	1.62649569621376	0.0379188682600057	0.41353696881311	A673	0.0313284659004644	UNCLASSIFIED	
684057	-0.554375392630217	-0.85326604878433	-0.112290906418774	ES5	0.496446538053723	UNCLASSIFIED	
684059	-0.394002982367304	-0.27519770547142	-0.810168713595854	ES7	0.391281168977529	UNCLASSIFIED	
684062	-0.188427203563646	-0.547452297921658	0.69973726427572	EW-11	0.40790597303415	UNCLASSIFIED	
684072	0.270396564898666	-0.883326550921184	-0.0758793721917801	SK-ES-1	0.648863793055842	UNCLASSIFIED	
687448	0.161572199591257	0.773843189607206	-0.0264926437599032	COLO-829	0.408113221046511	SKCM	SKCM
687452	-0.179698304279536	0.74045909858614	0.188706748725935	5637	0.0451750587212171	BLCA	BLCA
687455	-1.04635259981019	0.0519740017180591	-1.3639098863873	RT4	-0.229643661259517	BLCA	BLCA
687457	-1.17989142441283	-0.030551709378034	-0.700987918321743	SW780	0.350567804987524	BLCA	BLCA
687459	-0.656913035197882	0.422453937180557	0.113338431262252	TCCSUP	0.894814439745659	BLCA	BLCA
687505	1.17161032854625	-0.472294609864892	1.12408903639333	C-33-A	-0.843690170273114	CESC	CESC
687506	-2.34516500596643	0.51764650533018	0.492888957542004	C-4-I	-0.0682874246995606	CESC	CESC
687514	-0.175546893762337	0.293907357382871	0.356014971378337	ME-180	-0.149725125881069	CESC	CESC
687561	-0.86019077887507	1.02671174052182	-1.31319373403142	42-MG-BA	0.734363556477437	GBM	GBM
687562	0.478231366348163	1.02325227946836	0.541135779915643	8-MG-BA	1.07823867349262	GBM	GBM
687563	0.224172353857011	0.248266476940704	-0.501965654927537	A172	0.74487228191119	GBM	GBM
687568	-1.13386437242975	0.191184125149089	-0.0129716499682463	GB-1	-1.23730643499514	GBM	GBM
687586	0.527487778533451	0.851346560502558	-0.197605373060093	T98G	0.499804161423863	GBM	GBM
687588	-1.1311173210154	0.663260552516759	-0.091180794664026	U-118-MG	1.6494962771972	GBM	GBM
687590	0.60923262146119	0.780806878491357	-1.37152775097863	U-87-MG	0.587865353389504	GBM	GBM
687600	1.37848066213408	-0.962817797974641	0.840720642389629	NCI-H720	0.443090174302944	UNCLASSIFIED	
687777	-0.68777422840564	1.60293630817008	-0.946565594151832	Calu-3	-0.600103132716198	LUAD	LUAD
687780	-0.918639690418354	1.02142549665127	-0.859864002292142	COR-L23	0.890830415219265	UNCLASSIFIED	
687787	-0.152925614896955	-0.0286780322740601	-0.564940723786178	LK-2	-0.573779992502074	LUSC	LUSC
687798	-0.737971208251666	0.238876259339105	0.264509617590837	NCI-H1623	-0.235716241694612	LUAD	LUAD
687800	-0.317890273774002	1.51941985594248	-0.0480029517126267	NCI-H1650	1.44490840142644	LUAD	LUAD
687802	-1.02875538876991	0.956778818372947	0.11493196815368	NCI-H1693	1.45732574978046	LUAD	LUAD
687812	-1.14064750183799	0.603482419821441	-1.69656482894613	NCI-H2085	0.964600424691223	LUAD	LUAD
687815	1.35412327143202	0.441330003782806	1.03781953289285	NCI-H2170	0.878106662096983	LUSC	LUSC
687816	-1.37530200119974	0.899274288205715	-1.02863579376089	NCI-H2228	0.416217654811887	LUAD	LUAD
687821	-0.342699129608128	0.581704151603635	-0.118131836018144	NCI-H2405	0.158120245053446	LUAD	LUAD
687829	-0.566041409867265	-0.274632227040819	-0.48386559286948	NCI-H661	0.69020556349835	UNCLASSIFIED	
687980	-0.0760286248543754	-0.128229676948063	1.30610160358336	COR-L311	0.445263950507417	SCLC	SCLC
687983	2.18624896067878	-0.910755207716944	0.879440948903041	DMS-114	-0.533624760255507	SCLC	SCLC
687985	0.689307284666299	0.0510883049000424	0.0320730607636243	DMS-273	-0.205464552998636	SCLC	SCLC
687995	1.34740777277098	0.278946990232721	0.520691506987761	NCI-H1048	-1.21495504166846	SCLC	SCLC
687997	0.191187108689173	-0.722977902063764	0.979254660413238	NCI-H1092	-0.074095155651381	SCLC	SCLC
688006	0.213362737144316	-0.699775465969576	0.975960777709439	NCI-H1694	-0.149833039451204	SCLC	SCLC
688010	0.32990722385798	-0.839544040322647	0.95103149894826	NCI-H1963	-0.62188566415505	SCLC	SCLC
688011	1.26456362825721	-0.374122975912125	0.148533447622486	NCI-H2029	-0.265116998585516	SCLC	SCLC
688013	0.0895769442083856	-0.992593236461452	0.987547877978509	NCI-H209	-0.359703450831454	SCLC	SCLC
688014	-0.456310870591128	-1.37419926443192	0.788353779515589	NCI-H2141	0.0829002098707395	SCLC	SCLC
688018	1.21437789596234	-0.855371985268528	1.35943550249466	NCI-H2227	0.73268994414923	SCLC	SCLC
688021	0.171576443310906	-0.809692706467597	1.54059768526483	NCI-H345	1.14258829492988	SCLC	SCLC
688023	0.631896168933835	-0.906762539191903	-0.31473681422703	NCI-H446	1.17199621734068	SCLC	SCLC
688025	0.955043637059419	-0.100426758764029	1.26023822424792	NCI-H526	-1.28924816511587	SCLC	SCLC
688031	0.253455648081091	-0.712205977164409	0.907007618126637	NCI-H82	0.610566162224586	SCLC	SCLC
688058	-0.155458792964211	0.913572898440675	-1.41226417142295	NCI-H2052	0.492282821550457	MESO	MESO
688086	1.53375783550854	-0.601451041853367	0.908374164531192	SK-N-DZ	1.23846009214597	NB	NB
688121	-0.314409156807896	-0.32908263917514	-1.50181667975883	VA-ES-BJ	0.572248046695224	UNCLASSIFIED	
713869	-0.0715658453130655	0.120329603402921	0.654671514865756	VMRC-LCD	-0.0596877611813268	LUAD	LUAD
713878	0.131247090269336	-0.78092344100968	0.955905584442569	LU-139	0.339924633977271	SCLC	SCLC
713880	1.10663678330803	-0.204586147663967	0.814161718276191	SBC-5	-0.0700148170398006	SCLC	SCLC
713899	0.872043662930301	-1.32996188499074	1.62826616513366	LU-135	0.471360517808012	SCLC	SCLC
722046	0.796234147731218	0.996347323667725	0.0878471838937439	NCI-H2122	0.269175651320679	LUAD	LUAD
722066	0.908308855123004	-0.217527741795707	0.250158114895926	NCI-H650	1.30871322195689	LUAD	LUAD
724825	1.24005378158299	-0.44382576155694	1.22567686911767	NCI-H929	-0.165798088320164	MM	MM
724828	0.50521436252907	0.180998771482692	-0.140291282378649	SK-N-AS	0.442573516382405	NB	NB
724831	-0.0152191867964907	-0.382408291685792	0.822372729404233	NCI-H1299	0.564573515349431	UNCLASSIFIED	
724834	0.904549343808679	1.54962525019367	0.357679534673578	NCI-H2087	1.51492571652787	LUAD	LUAD
724839	-1.17469710518303	1.11149554545001	1.10698489291738	SW756	-0.526778797273249	CESC	CESC
724855	0.81821309895423	0.780071611003718	-0.591015330479888	NCI-H727	1.09927256476647	UNCLASSIFIED	
724859	0.81057852362423	0.377511844309149	0.0772878498915437	Calu-6	0.117963956554382	LUAD	LUAD
724863	0.0782923707403326	0.0803388307151357	-0.655459921879514	LU-65	0.17247128033613	UNCLASSIFIED	
724866	-0.806325998102583	1.1615349531086	-0.259104604854095	NCI-H1355	0.263422774078442	LUAD	LUAD
724868	0.240713722940989	0.866940493133099	-1.03279712178219	NCI-H1792	0.535023076241515	LUAD	LUAD
724869	0.290985037225124	0.996675401334783	0.035570729461089	HPAF-II	0.26951317770951	PAAD	PAAD
724870	1.96027719686816	0.0429442638778892	0.151584895744578	MIA-PaCa-2	0.525559173686666	PAAD	PAAD
724872	0.0254800476333795	0.118922962063475	-0.647307643618535	SHP-77	-0.593521136056521	SCLC	SCLC
724878	0.234749622582036	-0.372053865706916	-1.4242490776567	SW1573	0.918997243287833	LUAD	LUAD
735784	-0.697118012567427	0.403374865450284	0.000621115894698358	TE-5	0.132510393394032	ESCA	ESCA
749709	-0.697505971960386	0.997866675956979	-0.720972913126362	HCC1954	-1.96229468686446	BRCA	BRCA
